,,"Estimated number of road traffic deaths","Estimated number of road traffic deaths","Estimated number of road traffic deaths","Estimated road traffic death rate (per 100 000 population)","Estimated road traffic death rate (per 100 000 population)","Estimated road traffic death rate (per 100 000 population)"
"South Africa","2018","13118 [8937-17147]","10194 [7226-12889]","2924 [1711-4258]","22.7 [15.5-29.7]","35.8 [25.4-45.2]","10.0 [5.8-14.5]"
"South Africa","2017","13212 [8884-17695]","10313 [7158-13298]","2900 [1726-4397]","23.2 [15.6-31.0]","36.7 [25.5-47.3]","10.0 [6.0-15.2]"
"South Africa","2016","14507 [9684-19641]","11303 [7800-14682]","3204 [1884-4958]","25.8 [17.2-34.9]","40.8 [28.1-52.9]","11.3 [6.6-17.4]"
"South Africa","2015","13345 [9063-17765]","10355 [7298-13225]","2990 [1765-4540]","24.1 [16.4-32.1]","37.9 [26.7-48.4]","10.7 [6.3-16.2]"
"South Africa","2014","13096 [8936-17294]","10070 [7161-12760]","3026 [1775-4534]","24.0 [16.4-31.7]","37.4 [26.6-47.4]","11.0 [6.4-16.4]"
"South Africa","2013","12256 [8355-16284]","9363 [6718-11895]","2893 [1636-4390]","22.8 [15.6-30.3]","35.3 [25.4-44.9]","10.6 [6.0-16.1]"
"South Africa","2012","13979 [9508-18550]","10616 [7634-13458]","3364 [1874-5092]","26.5 [18.0-35.1]","40.7 [29.3-51.6]","12.6 [7.0-19.0]"
"South Africa","2011","14452 [9784-19309]","10879 [7867-13810]","3573 [1917-5498]","27.8 [18.8-37.1]","42.4 [30.7-53.8]","13.6 [7.3-20.9]"
"South Africa","2010","14669 [9998-19407]","10953 [8010-13787]","3715 [1987-5620]","28.6 [19.5-37.9]","43.3 [31.7-54.6]","14.3 [7.7-21.7]"
"South Africa","2009","14459 [9998-18953]","10790 [8005-13463]","3669 [1993-5490]","28.6 [19.8-37.5]","43.3 [32.1-54.1]","14.3 [7.8-21.5]"
"South Africa","2008","14682 [10248-19123]","10770 [8073-13332]","3912 [2176-5791]","29.5 [20.6-38.4]","43.9 [32.9-54.3]","15.5 [8.6-23.0]"
"South Africa","2007","15934 [11322-20680]","11642 [8827-14392]","4292 [2495-6288]","32.4 [23.1-42.1]","48.1 [36.4-59.4]","17.2 [10.0-25.3]"
"South Africa","2006","19913 [14223-25566]","14366 [10877-17632]","5547 [3346-7934]","41.1 [29.3-52.7]","60.1 [45.5-73.7]","22.6 [13.6-32.3]"
"South Africa","2005","18219 [13210-23255]","13088 [10036-16002]","5131 [3175-7252]","38.1 [27.6-48.6]","55.4 [42.5-67.8]","21.1 [13.1-29.9]"
"South Africa","2004","19516 [14225-24704]","13911 [10646-16911]","5605 [3579-7793]","41.3 [30.1-52.2]","59.7 [45.7-72.5]","23.4 [14.9-32.5]"
"South Africa","2003","20280 [14925-25442]","14508 [11158-17545]","5772 [3767-7897]","43.4 [31.9-54.5]","63.0 [48.4-76.2]","24.4 [15.9-33.3]"
"South Africa","2002","18435 [13559-23079]","13215 [10122-15961]","5220 [3437-7118]","39.9 [29.4-50.0]","58.1 [44.5-70.1]","22.3 [14.7-30.4]"
"South Africa","2001","17471 [12855-21769]","12611 [9597-15212]","4860 [3258-6556]","38.3 [28.2-47.8]","56.1 [42.7-67.7]","21.0 [14.1-28.4]"
"South Africa","2000","19780 [14667-24263]","14257 [10816-17006]","5524 [3851-7257]","44.0 [32.6-54.0]","64.3 [48.8-76.7]","24.2 [16.9-31.8]"
"South Sudan","2019","4063 [3273-4854]","2710 [2183-3238]","1352 [1089-1616]","36.7 [29.6-43.9]","49.0 [39.4-58.5]","24.5 [19.7-29.2]"
"South Sudan","2018","3924 [3160-4688]","2615 [2106-3125]","1309 [1054-1563]","35.7 [28.8-42.7]","47.6 [38.3-56.9]","23.9 [19.2-28.5]"
"South Sudan","2017","3785 [3048-4523]","2537 [2043-3032]","1248 [1005-1491]","34.7 [27.9-41.5]","46.5 [37.4-55.5]","22.9 [18.4-27.3]"
"South Sudan","2016","3661 [2978-4350]","2446 [1990-2907]","1215 [988-1443]","33.8 [27.5-40.2]","45.1 [36.7-53.6]","22.4 [18.3-26.7]"
"South Sudan","2015","3543 [2855-4232]","2373 [1912-2835]","1170 [943-1397]","33.1 [26.6-39.5]","44.3 [35.7-52.9]","21.8 [17.6-26.1]"
"South Sudan","2014","3364 [2672-4056]","2263 [1798-2729]","1101 [874-1327]","31.9 [25.3-38.4]","42.9 [34.0-51.7]","20.9 [16.6-25.2]"
"South Sudan","2013","3228 [2523-3933]","2175 [1700-2650]","1053 [823-1283]","31.2 [24.4-38.0]","42.0 [32.8-51.2]","20.3 [15.9-24.8]"
"South Sudan","2012","3132 [2403-3862]","2108 [1617-2599]","1024 [786-1263]","31.0 [23.8-38.2]","41.7 [32.0-51.4]","20.3 [15.5-25.0]"
"South Sudan","2011","2692 [2215-3168]","1808 [1488-2128]","884 [727-1040]","27.4 [22.5-32.2]","36.8 [30.3-43.3]","18.0 [14.8-21.2]"
"South Sudan","2010","2407 [1980-2835]","1612 [1326-1899]","795 [654-936]","25.3 [20.8-29.8]","33.9 [27.9-40.0]","16.7 [13.7-19.7]"
"South Sudan","2009","2194 [1799-2588]","1466 [1202-1729]","728 [597-858]","24.0 [19.7-28.3]","32.1 [26.3-37.9]","15.9 [13.0-18.8]"
"South Sudan","2008","2010 [1644-2376]","1331 [1089-1573]","679 [555-803]","23.0 [18.8-27.2]","30.5 [24.9-36.1]","15.5 [12.7-18.4]"
"South Sudan","2007","1798 [1464-2132]","1186 [966-1407]","612 [498-725]","21.6 [17.6-25.6]","28.6 [23.3-33.9]","14.7 [12.0-17.4]"
"South Sudan","2006","1678 [1361-1996]","1104 [895-1313]","574 [466-683]","21.2 [17.2-25.2]","28.0 [22.7-33.3]","14.5 [11.8-17.2]"
"South Sudan","2005","1573 [1269-1876]","1031 [832-1230]","542 [437-646]","20.9 [16.8-24.9]","27.4 [22.1-32.7]","14.3 [11.6-17.1]"
"South Sudan","2004","1477 [1187-1766]","968 [778-1158]","509 [409-608]","20.5 [16.5-24.5]","26.9 [21.6-32.2]","14.1 [11.3-16.8]"
"South Sudan","2003","1384 [1108-1661]","905 [725-1087]","479 [383-574]","20.0 [16.0-23.9]","26.2 [21.0-31.4]","13.8 [11.0-16.5]"
"South Sudan","2002","1316 [1049-1583]","856 [683-1030]","460 [366-553]","19.7 [15.7-23.7]","25.7 [20.5-30.9]","13.7 [10.9-16.5]"
"South Sudan","2001","1252 [995-1510]","813 [646-981]","439 [349-529]","19.4 [15.4-23.4]","25.3 [20.1-30.5]","13.6 [10.8-16.4]"
"South Sudan","2000","1193 [946-1441]","773 [613-934]","420 [333-507]","19.2 [15.3-23.2]","25.0 [19.8-30.2]","13.5 [10.7-16.3]"
"Spain","2019","1829 [1446-2249]","1393 [1111-1696]","436 [336-553]","3.9 [3.1-4.8]","6.1 [4.8-7.4]","1.8 [1.4-2.3]"
"Spain","2018","1918 [1539-2330]","1464 [1185-1762]","454 [354-568]","4.1 [3.3-5.0]","6.4 [5.2-7.7]","1.9 [1.5-2.4]"
"Spain","2017","1944 [1586-2330]","1510 [1243-1794]","434 [343-536]","4.2 [3.4-5.0]","6.6 [5.4-7.8]","1.8 [1.4-2.3]"
"Spain","2016","1922 [1597-2274]","1475 [1239-1727]","447 [358-546]","4.1 [3.4-4.9]","6.4 [5.4-7.5]","1.9 [1.5-2.3]"
"Spain","2015","1973 [1662-2311]","1502 [1284-1739]","471 [378-572]","4.2 [3.6-5.0]","6.6 [5.6-7.6]","2.0 [1.6-2.4]"
"Spain","2014","1965 [1673-2281]","1502 [1296-1723]","463 [377-558]","4.2 [3.6-4.9]","6.5 [5.6-7.5]","1.9 [1.6-2.3]"
"Spain","2013","1889 [1613-2181]","1449 [1254-1654]","440 [359-527]","4.0 [3.4-4.6]","6.3 [5.4-7.2]","1.8 [1.5-2.2]"
"Spain","2012","2002 [1720-2298]","1547 [1346-1756]","455 [374-542]","4.3 [3.7-4.9]","6.7 [5.8-7.6]","1.9 [1.6-2.3]"
"Spain","2011","2212 [1912-2527]","1708 [1497-1929]","504 [416-598]","4.7 [4.1-5.4]","7.3 [6.4-8.3]","2.1 [1.7-2.5]"
"Spain","2010","2555 [2217-2911]","2001 [1758-2257]","554 [459-654]","5.4 [4.7-6.2]","8.6 [7.6-9.7]","2.3 [1.9-2.8]"
"Spain","2009","2798 [2440-3178]","2178 [1919-2451]","620 [521-726]","6.0 [5.2-6.8]","9.5 [8.3-10.6]","2.6 [2.2-3.1]"
"Spain","2008","3196 [2802-3609]","2503 [2219-2800]","693 [583-809]","6.9 [6.1-7.8]","11.0 [9.7-12.3]","3.0 [2.5-3.5]"
"Spain","2007","3952 [3486-4443]","3119 [2782-3474]","833 [704-968]","8.7 [7.7-9.8]","13.9 [12.4-15.5]","3.6 [3.1-4.2]"
"Spain","2006","4286 [3800-4800]","3337 [2988-3705]","949 [813-1095]","9.6 [8.5-10.7]","15.1 [13.5-16.8]","4.2 [3.6-4.8]"
"Spain","2005","4666 [4149-5207]","3670 [3294-4061]","996 [855-1145]","10.6 [9.4-11.8]","16.9 [15.2-18.7]","4.5 [3.8-5.1]"
"Spain","2004","5056 [4495-5636]","3886 [3487-4298]","1170 [1007-1338]","11.7 [10.4-13.0]","18.2 [16.3-20.1]","5.3 [4.6-6.1]"
"Spain","2003","5709 [5094-6350]","4400 [3960-4857]","1309 [1134-1493]","13.4 [12.0-14.9]","21.0 [18.9-23.2]","6.1 [5.2-6.9]"
"Spain","2002","5701 [5103-6342]","4371 [3947-4830]","1330 [1156-1512]","13.6 [12.2-15.1]","21.2 [19.1-23.4]","6.2 [5.4-7.1]"
"Spain","2001","5934 [5318-6589]","4538 [4104-5003]","1396 [1214-1586]","14.4 [12.9-15.9]","22.4 [20.2-24.6]","6.6 [5.8-7.5]"
"Spain","2000","6295 [5656-6982]","4812 [4362-5298]","1483 [1294-1683]","15.4 [13.9-17.1]","24.0 [21.8-26.4]","7.1 [6.2-8.1]"
"Sri Lanka","2019","4200 [3787-4625]","3320 [2994-3657]","879 [793-969]","19.7 [17.8-21.7]","32.4 [29.3-35.7]","7.9 [7.2-8.7]"
"Sri Lanka","2018","3798 [3423-4184]","3023 [2724-3330]","775 [699-854]","17.9 [16.1-19.7]","29.6 [26.7-32.7]","7.0 [6.3-7.7]"
"Sri Lanka","2017","3434 [3092-3783]","2753 [2479-3033]","681 [613-750]","16.3 [14.6-17.9]","27.1 [24.4-29.9]","6.2 [5.6-6.8]"
"Sri Lanka","2016","3096 [2777-3415]","2500 [2242-2757]","596 [535-658]","14.7 [13.2-16.2]","24.7 [22.2-27.3]","5.5 [4.9-6.0]"
"Sri Lanka","2015","2904 [2599-3210]","2361 [2113-2610]","543 [486-600]","13.9 [12.4-15.4]","23.4 [21.0-25.9]","5.0 [4.5-5.5]"
"Sri Lanka","2014","2516 [2246-2785]","2073 [1851-2295]","443 [395-490]","12.1 [10.8-13.4]","20.7 [18.4-22.9]","4.1 [3.7-4.6]"
"Sri Lanka","2013","2610 [2356-2865]","2107 [1902-2313]","503 [454-552]","12.6 [11.4-13.9]","21.1 [19.0-23.1]","4.7 [4.3-5.2]"
"Sri Lanka","2012","2643 [2390-2896]","2198 [1988-2409]","445 [402-487]","12.9 [11.6-14.1]","22.1 [20.0-24.2]","4.2 [3.8-4.6]"
"Sri Lanka","2011","2885 [2589-3181]","2371 [2127-2614]","514 [462-567]","14.1 [12.7-15.6]","23.9 [21.5-26.4]","4.9 [4.4-5.4]"
"Sri Lanka","2010","2875 [2573-3175]","2402 [2150-2653]","473 [423-522]","14.2 [12.7-15.7]","24.3 [21.8-26.9]","4.5 [4.1-5.0]"
"Sri Lanka","2009","2884 [2580-3189]","2485 [2223-2747]","400 [358-442]","14.3 [12.8-15.8]","25.3 [22.6-28.0]","3.9 [3.5-4.3]"
"Sri Lanka","2008","2841 [2545-3136]","2472 [2215-2729]","369 [331-407]","14.2 [12.7-15.7]","25.3 [22.6-27.9]","3.6 [3.2-4.0]"
"Sri Lanka","2007","2861 [2566-3156]","2422 [2172-2672]","439 [394-485]","14.4 [12.9-15.9]","24.9 [22.3-27.4]","4.3 [3.9-4.8]"
"Sri Lanka","2006","2834 [2532-3136]","2277 [2034-2519]","557 [498-617]","14.4 [12.9-15.9]","23.5 [21.0-26.0]","5.6 [5.0-6.2]"
"Sri Lanka","2005","2903 [2591-3216]","2342 [2091-2595]","561 [500-621]","14.9 [13.3-16.5]","24.3 [21.7-26.9]","5.7 [5.1-6.3]"
"Sri Lanka","2004","2849 [2536-3161]","2316 [2062-2570]","533 [474-591]","14.7 [13.1-16.3]","24.2 [21.5-26.8]","5.4 [4.8-6.0]"
"Sri Lanka","2003","2890 [2571-3210]","2685 [2389-2983]","205 [182-227]","15.0 [13.4-16.7]","28.2 [25.1-31.3]","2.1 [1.9-2.3]"
"Sri Lanka","2002","2880 [2558-3202]","2680 [2380-2979]","200 [178-223]","15.1 [13.4-16.8]","28.3 [25.1-31.5]","2.1 [1.9-2.3]"
"Sri Lanka","2001","2885 [2563-3207]","2743 [2437-3049]","142 [126-158]","15.3 [13.6-17.0]","29.1 [25.9-32.4]","1.5 [1.3-1.7]"
"Sri Lanka","2000","2842 [2525-3158]","2703 [2401-3003]","139 [124-155]","15.1 [13.4-16.8]","28.9 [25.6-32.1]","1.5 [1.3-1.6]"
"Sudan","2019","11459 [9809-13140]","7941 [6798-9107]","3517 [3011-4033]","26.8 [22.9-30.7]","37.1 [31.8-42.6]","16.4 [14.1-18.8]"
"Sudan","2018","10910 [9317-12529]","7546 [6444-8666]","3364 [2872-3863]","26.1 [22.3-30.0]","36.1 [30.9-41.5]","16.1 [13.7-18.5]"
"Sudan","2017","10965 [9341-12610]","7568 [6447-8703]","3397 [2894-3907]","26.9 [22.9-30.9]","37.1 [31.6-42.7]","16.6 [14.2-19.1]"
"Sudan","2016","10178 [8643-11733]","7016 [5958-8088]","3162 [2685-3645]","25.5 [21.7-29.4]","35.3 [29.9-40.6]","15.9 [13.5-18.3]"
"Sudan","2015","9783 [8301-11265]","6723 [5705-7742]","3060 [2596-3523]","25.1 [21.3-29.0]","34.6 [29.4-39.9]","15.7 [13.3-18.1]"
"Sudan","2014","9467 [8024-10910]","6498 [5508-7489]","2969 [2516-3421]","24.9 [21.1-28.7]","34.3 [29.1-39.5]","15.6 [13.2-18.0]"
"Sudan","2013","8226 [6923-9529]","5661 [4765-6558]","2565 [2158-2971]","22.2 [18.7-25.7]","30.6 [25.8-35.5]","13.8 [11.6-16.0]"
"Sudan","2012","8029 [6754-9304]","5515 [4639-6391]","2514 [2115-2913]","22.2 [18.7-25.7]","30.5 [25.7-35.4]","13.9 [11.7-16.1]"
"Sudan","2011","7451 [6243-8658]","5122 [4292-5952]","2329 [1951-2706]","21.1 [17.7-24.5]","29.1 [24.3-33.8]","13.1 [11.0-15.3]"
"Sudan","2010","8233 [6912-9555]","5638 [4733-6543]","2595 [2179-3012]","23.8 [20.0-27.7]","32.7 [27.5-38.0]","15.0 [12.6-17.4]"
"Sudan","2009","8166 [6868-9464]","5575 [4689-6462]","2591 [2179-3002]","24.2 [20.3-28.0]","33.1 [27.8-38.3]","15.3 [12.9-17.7]"
"Sudan","2008","8160 [6832-9489]","5561 [4656-6467]","2599 [2176-3022]","24.7 [20.7-28.7]","33.7 [28.2-39.1]","15.7 [13.2-18.3]"
"Sudan","2007","7999 [6694-9304]","5449 [4560-6339]","2550 [2134-2965]","24.7 [20.7-28.8]","33.7 [28.2-39.2]","15.8 [13.2-18.3]"
"Sudan","2006","7886 [6608-9163]","5372 [4501-6242]","2514 [2107-2921]","24.9 [20.9-28.9]","33.9 [28.4-39.4]","15.9 [13.3-18.5]"
"Sudan","2005","7919 [6629-9209]","5406 [4525-6287]","2513 [2104-2922]","25.6 [21.4-29.8]","34.8 [29.2-40.5]","16.3 [13.6-18.9]"
"Sudan","2004","7751 [6475-9028]","5344 [4464-6224]","2407 [2011-2804]","25.7 [21.4-29.9]","35.3 [29.5-41.1]","16.0 [13.4-18.6]"
"Sudan","2003","7576 [6315-8838]","5195 [4330-6060]","2381 [1985-2778]","25.7 [21.4-30.0]","35.2 [29.3-41.0]","16.2 [13.5-18.9]"
"Sudan","2002","7284 [6062-8507]","4973 [4139-5808]","2311 [1923-2699]","25.4 [21.1-29.6]","34.5 [28.7-40.3]","16.2 [13.4-18.9]"
"Sudan","2001","7127 [5916-8338]","4834 [4013-5656]","2293 [1903-2682]","25.5 [21.2-29.8]","34.5 [28.6-40.3]","16.4 [13.6-19.2]"
"Sudan","2000","6955 [5760-8150]","4705 [3896-5513]","2250 [1864-2637]","25.5 [21.1-29.9]","34.4 [28.5-40.3]","16.5 [13.7-19.4]"
"Suriname","2019","89 [59-127]","70 [47-99]","19 [12-28]","15.3 [10.2-21.9]","24.1 [16.2-34.0]","6.5 [4.1-9.6]"
"Suriname","2018","90 [61-127]","71 [49-100]","19 [12-28]","15.7 [10.6-22.1]","24.6 [16.9-34.4]","6.6 [4.3-9.7]"
"Suriname","2017","91 [63-127]","72 [50-100]","19 [13-28]","16.0 [11.0-22.3]","25.1 [17.6-34.7]","6.8 [4.4-9.8]"
"Suriname","2016","81 [57-111]","64 [46-87]","17 [11-24]","14.3 [10.1-19.7]","22.5 [16.1-30.7]","6.0 [4.0-8.7]"
"Suriname","2015","64 [46-87]","51 [37-68]","13 [9-19]","11.4 [8.2-15.5]","18.0 [13.1-24.2]","4.8 [3.2-6.7]"
"Suriname","2014","90 [65-121]","71 [52-95]","19 [13-26]","16.3 [11.8-22.0]","25.5 [18.8-34.2]","6.9 [4.7-9.6]"
"Suriname","2013","79 [58-105]","63 [47-83]","16 [11-22]","14.4 [10.6-19.2]","22.9 [17.1-30.2]","5.9 [4.0-8.1]"
"Suriname","2012","85 [63-112]","68 [51-89]","17 [12-24]","15.7 [11.6-20.7]","24.9 [18.8-32.6]","6.3 [4.4-8.8]"
"Suriname","2011","119 [89-156]","95 [72-123]","24 [17-33]","22.2 [16.6-29.1]","35.3 [26.8-45.7]","9.0 [6.3-12.3]"
"Suriname","2010","103 [77-134]","82 [63-106]","21 [15-28]","19.5 [14.6-25.4]","30.9 [23.5-39.8]","7.9 [5.6-10.8]"
"Suriname","2009","139 [105-181]","111 [85-143]","28 [20-38]","26.6 [20.0-34.6]","42.2 [32.2-54.2]","10.7 [7.5-14.7]"
"Suriname","2008","126 [95-164]","100 [77-128]","26 [18-35]","24.4 [18.4-31.6]","38.4 [29.4-49.2]","10.1 [7.2-13.8]"
"Suriname","2007","130 [98-169]","103 [79-132]","27 [19-37]","25.4 [19.2-33.0]","40.1 [30.7-51.3]","10.5 [7.5-14.4]"
"Suriname","2006","125 [94-163]","99 [76-127]","26 [18-35]","24.7 [18.6-32.2]","39.0 [29.8-50.0]","10.3 [7.3-14.1]"
"Suriname","2005","132 [99-172]","105 [80-135]","27 [19-37]","26.4 [19.9-34.5]","41.5 [31.7-53.5]","11.1 [7.8-15.1]"
"Suriname","2004","145 [109-189]","116 [89-149]","29 [21-40]","29.4 [22.1-38.3]","46.6 [35.6-60.0]","11.8 [8.4-16.2]"
"Suriname","2003","99 [74-130]","78 [59-101]","21 [15-29]","20.3 [15.2-26.6]","31.7 [24.1-41.0]","8.7 [6.1-11.9]"
"Suriname","2002","86 [64-113]","67 [51-88]","19 [13-26]","17.8 [13.2-23.5]","27.7 [20.8-36.0]","7.8 [5.4-10.8]"
"Suriname","2001","61 [45-81]","48 [35-63]","13 [9-19]","12.8 [9.3-17.1]","19.8 [14.7-26.0]","5.7 [3.9-8.0]"
"Suriname","2000","121 [89-160]","94 [70-123]","27 [19-37]","25.7 [18.9-34.0]","39.5 [29.5-51.5]","11.6 [8.0-16.1]"
"Sweden","2019","315 [253-389]","242 [196-293]","73 [57-95]","3.1 [2.5-3.9]","4.8 [3.9-5.8]","1.5 [1.1-1.9]"
"Sweden","2018","361 [291-442]","280 [229-338]","81 [62-104]","3.6 [2.9-4.4]","5.6 [4.6-6.8]","1.6 [1.3-2.1]"
"Sweden","2017","270 [221-326]","207 [171-248]","63 [50-78]","2.7 [2.2-3.3]","4.2 [3.5-5.0]","1.3 [1.0-1.6]"
"Sweden","2016","308 [255-368]","234 [195-277]","74 [59-91]","3.1 [2.6-3.7]","4.7 [4.0-5.6]","1.5 [1.2-1.9]"
"Sweden","2015","313 [261-372]","233 [197-274]","80 [64-98]","3.2 [2.7-3.8]","4.8 [4.0-5.6]","1.6 [1.3-2.0]"
"Sweden","2014","308 [256-365]","217 [183-254]","91 [73-111]","3.2 [2.6-3.8]","4.5 [3.8-5.3]","1.9 [1.5-2.3]"
"Sweden","2013","301 [254-354]","226 [192-262]","76 [61-92]","3.1 [2.6-3.7]","4.7 [4.0-5.5]","1.6 [1.3-1.9]"
"Sweden","2012","331 [280-388]","249 [213-289]","82 [67-100]","3.5 [2.9-4.1]","5.2 [4.5-6.1]","1.7 [1.4-2.1]"
"Sweden","2011","320 [270-374]","241 [206-279]","79 [64-96]","3.4 [2.9-4.0]","5.1 [4.4-5.9]","1.7 [1.4-2.0]"
"Sweden","2010","285 [242-333]","205 [176-237]","80 [66-97]","3.0 [2.6-3.5]","4.4 [3.8-5.1]","1.7 [1.4-2.1]"
"Sweden","2009","383 [325-448]","285 [245-329]","98 [80-119]","4.1 [3.5-4.8]","6.2 [5.3-7.1]","2.1 [1.7-2.5]"
"Sweden","2008","441 [374-514]","315 [271-363]","126 [103-152]","4.8 [4.1-5.6]","6.9 [5.9-7.9]","2.7 [2.2-3.3]"
"Sweden","2007","485 [413-564]","342 [296-393]","143 [118-172]","5.3 [4.5-6.2]","7.5 [6.5-8.6]","3.1 [2.5-3.7]"
"Sweden","2006","483 [413-561]","362 [313-416]","121 [100-145]","5.3 [4.5-6.2]","8.0 [6.9-9.2]","2.6 [2.2-3.2]"
"Sweden","2005","476 [409-551]","349 [303-399]","127 [106-152]","5.3 [4.5-6.1]","7.8 [6.8-8.9]","2.8 [2.3-3.3]"
"Sweden","2004","501 [429-580]","375 [325-430]","126 [104-150]","5.6 [4.8-6.5]","8.4 [7.3-9.6]","2.8 [2.3-3.3]"
"Sweden","2003","540 [465-622]","404 [352-460]","136 [112-161]","6.0 [5.2-6.9]","9.1 [7.9-10.4]","3.0 [2.5-3.6]"
"Sweden","2002","564 [486-649]","418 [365-477]","145 [121-172]","6.3 [5.5-7.3]","9.5 [8.3-10.8]","3.2 [2.7-3.8]"
"Sweden","2001","627 [540-722]","459 [401-522]","168 [139-200]","7.0 [6.1-8.1]","10.4 [9.1-11.9]","3.7 [3.1-4.5]"
"Sweden","2000","598 [517-687]","445 [390-507]","153 [128-180]","6.7 [5.8-7.7]","10.1 [8.9-11.5]","3.4 [2.8-4.0]"
"Switzerland","2019","193 [145-248]","140 [107-178]","53 [38-70]","2.2 [1.7-2.9]","3.3 [2.5-4.2]","1.2 [0.9-1.6]"
"Switzerland","2018","240 [183-306]","174 [135-219]","66 [48-87]","2.8 [2.1-3.6]","4.1 [3.2-5.2]","1.5 [1.1-2.0]"
"Switzerland","2017","237 [184-298]","176 [139-219]","61 [45-80]","2.8 [2.2-3.5]","4.2 [3.3-5.2]","1.4 [1.0-1.9]"
"Switzerland","2016","223 [174-279]","159 [127-196]","64 [48-83]","2.7 [2.1-3.3]","3.8 [3.1-4.7]","1.5 [1.1-2.0]"
"Switzerland","2015","261 [206-323]","190 [153-232]","71 [52-91]","3.1 [2.5-3.9]","4.6 [3.7-5.7]","1.7 [1.3-2.2]"
"Switzerland","2014","251 [202-307]","185 [152-223]","66 [50-84]","3.1 [2.5-3.7]","4.6 [3.7-5.5]","1.6 [1.2-2.0]"
"Switzerland","2013","277 [221-340]","192 [157-232]","85 [65-109]","3.4 [2.7-4.2]","4.8 [3.9-5.8]","2.1 [1.6-2.7]"
"Switzerland","2012","350 [285-424]","255 [212-304]","95 [73-120]","4.4 [3.6-5.3]","6.5 [5.4-7.7]","2.3 [1.8-3.0]"
"Switzerland","2011","330 [270-397]","243 [202-288]","87 [68-109]","4.2 [3.4-5.0]","6.2 [5.2-7.4]","2.2 [1.7-2.7]"
"Switzerland","2010","337 [277-404]","254 [212-301]","83 [65-103]","4.3 [3.5-5.2]","6.6 [5.5-7.8]","2.1 [1.6-2.6]"
"Switzerland","2009","360 [298-429]","279 [234-328]","81 [64-101]","4.7 [3.9-5.6]","7.4 [6.2-8.6]","2.1 [1.6-2.6]"
"Switzerland","2008","368 [307-435]","280 [237-326]","88 [70-109]","4.8 [4.0-5.7]","7.5 [6.3-8.7]","2.3 [1.8-2.8]"
"Switzerland","2007","396 [330-468]","306 [259-357]","90 [71-112]","5.3 [4.4-6.2]","8.3 [7.0-9.6]","2.3 [1.8-2.9]"
"Switzerland","2006","381 [319-450]","279 [238-324]","102 [80-126]","5.1 [4.3-6.0]","7.6 [6.5-8.9]","2.7 [2.1-3.3]"
"Switzerland","2005","422 [354-498]","316 [269-367]","106 [84-131]","5.7 [4.8-6.7]","8.7 [7.4-10.1]","2.8 [2.2-3.5]"
"Switzerland","2004","526 [444-618]","411 [352-476]","115 [91-143]","7.2 [6.1-8.4]","11.5 [9.8-13.3]","3.1 [2.4-3.8]"
"Switzerland","2003","563 [473-664]","416 [355-482]","147 [118-182]","7.7 [6.5-9.1]","11.7 [10.0-13.6]","4.0 [3.2-4.9]"
"Switzerland","2002","529 [444-622]","392 [334-454]","137 [110-168]","7.3 [6.2-8.6]","11.1 [9.5-12.9]","3.7 [3.0-4.5]"
"Switzerland","2001","561 [470-660]","426 [363-494]","135 [107-165]","7.8 [6.6-9.2]","12.2 [10.4-14.1]","3.7 [2.9-4.5]"
"Switzerland","2000","610 [510-718]","440 [374-510]","170 [137-207]","8.5 [7.1-10.0]","12.6 [10.7-14.6]","4.7 [3.7-5.7]"
"Syrian Arab Republic","2019","2550 [2060-3025]","1884 [1522-2236]","666 [538-790]","14.9 [12.1-17.7]","22.0 [17.8-26.1]","7.8 [6.3-9.3]"
"Syrian Arab Republic","2018","2903 [2356-3438]","2132 [1730-2524]","772 [626-914]","17.1 [13.9-20.3]","25.1 [20.3-29.7]","9.1 [7.4-10.8]"
"Syrian Arab Republic","2017","2926 [2385-3458]","2179 [1776-2575]","747 [609-882]","17.1 [14.0-20.2]","25.4 [20.7-30.0]","8.8 [7.2-10.4]"
"Syrian Arab Republic","2016","4806 [3936-5666]","3644 [2984-4296]","1162 [952-1370]","27.5 [22.5-32.4]","41.5 [34.0-48.9]","13.4 [11.0-15.8]"
"Syrian Arab Republic","2015","4664 [3833-5495]","3443 [2830-4057]","1220 [1003-1438]","25.9 [21.3-30.5]","38.0 [31.2-44.8]","13.7 [11.2-16.1]"
"Syrian Arab Republic","2014","4645 [3834-5456]","3407 [2813-4002]","1238 [1022-1454]","24.8 [20.5-29.2]","36.1 [29.8-42.4]","13.3 [11.0-15.7]"
"Syrian Arab Republic","2013","4511 [3740-5282]","3328 [2759-3896]","1184 [981-1386]","23.0 [19.1-27.0]","33.7 [28.0-39.5]","12.2 [10.1-14.3]"
"Syrian Arab Republic","2012","4517 [3756-5277]","3423 [2846-3999]","1094 [910-1278]","22.1 [18.4-25.8]","33.2 [27.6-38.8]","10.8 [9.0-12.6]"
"Syrian Arab Republic","2011","4796 [4021-5570]","3684 [3090-4279]","1111 [932-1291]","22.7 [19.1-26.4]","34.7 [29.1-40.2]","10.6 [8.9-12.4]"
"Syrian Arab Republic","2010","4813 [4056-5570]","3640 [3068-4213]","1173 [988-1357]","22.5 [19.0-26.1]","33.8 [28.4-39.1]","11.1 [9.3-12.8]"
"Syrian Arab Republic","2009","4813 [4042-5584]","3657 [3071-4242]","1156 [971-1342]","22.7 [19.1-26.3]","34.1 [28.6-39.6]","11.0 [9.3-12.8]"
